timetable_id,day,time_slot,subject_id,faculty_id,room
TT0157,Friday,03:00-04:00,SUB0325,F0029,A113
TT0158,Friday,09:00-10:00,SUB0309,F0629,B212
TT0159,Wednesday,09:00-10:00,SUB0385,F0686,B213
TT0160,Tuesday,10:00-11:00,SUB0769,F0504,B243
TT0161,Monday,12:15-01:15,SUB0627,F0052,B232
TT0162,Monday,09:00-10:00,SUB0822,F0421,A137
TT0163,Tuesday,10:00-11:00,SUB0784,F0179,B235
TT0164,Monday,10:00-11:00,SUB0098,F0400,B225
TT0165,Friday,11:15-12:15,SUB0811,F0658,A101
TT0166,Tuesday,10:00-11:00,SUB0976,F0146,B231
TT0167,Wednesday,02:00-03:00,SUB0927,F0127,B209
TT0168,Tuesday,02:00-03:00,SUB0601,F0618,A105
TT0169,Thursday,02:00-03:00,SUB0974,F0836,A114
TT0170,Friday,02:00-03:00,SUB0879,F0504,A150
TT0171,Thursday,02:00-03:00,SUB0850,F0069,B202
TT0172,Wednesday,10:00-11:00,SUB0619,F0816,A121
TT0173,Friday,11:15-12:15,SUB0323,F0081,B247
TT0174,Wednesday,03:00-04:00,SUB0743,F0048,A149
TT0175,Friday,12:15-01:15,SUB0386,F0060,B230
TT0176,Monday,10:00-11:00,SUB0135,F0839,A114
TT0177,Friday,09:00-10:00,SUB0701,F0970,B213
TT0178,Tuesday,11:15-12:15,SUB0827,F0359,B216
TT0179,Thursday,12:15-01:15,SUB0384,F0495,A139
TT0180,Friday,12:15-01:15,SUB0644,F0955,B218
TT0181,Wednesday,10:00-11:00,SUB0216,F0309,B228
TT0182,Friday,09:00-10:00,SUB0092,F0301,B226
TT0183,Friday,02:00-03:00,SUB0474,F0122,A132
TT0184,Tuesday,02:00-03:00,SUB0446,F0233,A134
TT0185,Friday,03:00-04:00,SUB0544,F0440,A147
TT0186,Thursday,02:00-03:00,SUB0945,F0463,A136
TT0187,Tuesday,11:15-12:15,SUB0847,F0863,A133
TT0188,Friday,03:00-04:00,SUB0814,F0563,B243
TT0189,Thursday,03:00-04:00,SUB0096,F0923,B213
TT0190,Thursday,03:00-04:00,SUB0429,F0172,A142
TT0191,Monday,02:00-03:00,SUB0139,F0106,A109
TT0192,Tuesday,11:15-12:15,SUB0298,F0453,B246
TT0193,Monday,03:00-04:00,SUB0491,F0138,A102
TT0194,Tuesday,03:00-04:00,SUB0443,F0861,B248
TT0195,Friday,12:15-01:15,SUB0609,F0268,B246
TT0196,Friday,09:00-10:00,SUB0894,F0887,B211
TT0197,Monday,10:00-11:00,SUB0539,F0378,B216
TT0198,Tuesday,10:00-11:00,SUB0671,F0555,A118
TT0199,Tuesday,03:00-04:00,SUB0195,F0790,A145
TT0200,Wednesday,10:00-11:00,SUB0844,F0428,B244
TT0201,Tuesday,11:15-12:15,SUB0404,F0541,A120
TT0202,Thursday,11:15-12:15,SUB0737,F0446,A116
TT0203,Wednesday,03:00-04:00,SUB0897,F0531,B218
TT0204,Monday,10:00-11:00,SUB0642,F0101,B248
TT0205,Wednesday,11:15-12:15,SUB0915,F0753,B236
TT0206,Friday,02:00-03:00,SUB0232,F0529,B237
TT0207,Tuesday,12:15-01:15,SUB0253,F0343,B224
TT0208,Wednesday,09:00-10:00,SUB0492,F0529,B208
TT0209,Tuesday,03:00-04:00,SUB0532,F0910,A124
TT0210,Thursday,12:15-01:15,SUB0980,F0637,B246
TT0211,Wednesday,03:00-04:00,SUB0973,F0045,B207
TT0212,Thursday,03:00-04:00,SUB0141,F0528,B227
TT0213,Thursday,10:00-11:00,SUB0423,F0976,B218
TT0214,Monday,10:00-11:00,SUB0172,F0138,B226
TT0215,Monday,03:00-04:00,SUB0402,F0761,B218
TT0216,Thursday,09:00-10:00,SUB0968,F0331,B235
TT0217,Wednesday,03:00-04:00,SUB0782,F0425,A137
TT0218,Tuesday,02:00-03:00,SUB0721,F0725,B229
TT0219,Thursday,03:00-04:00,SUB0184,F0122,A105
TT0220,Monday,02:00-03:00,SUB0051,F0182,B230
TT0221,Wednesday,03:00-04:00,SUB0220,F0133,B234
TT0222,Thursday,10:00-11:00,SUB0208,F0421,A118
TT0223,Monday,09:00-10:00,SUB0107,F0695,B219
TT0224,Thursday,12:15-01:15,SUB0638,F0145,A143
TT0225,Friday,11:15-12:15,SUB0810,F0123,A101
TT0226,Friday,09:00-10:00,SUB0468,F0898,A124
TT0227,Thursday,11:15-12:15,SUB0065,F0778,A134
TT0228,Wednesday,11:15-12:15,SUB0973,F0282,A127
TT0229,Wednesday,10:00-11:00,SUB0626,F0699,B226
TT0230,Friday,02:00-03:00,SUB0312,F0768,A126
TT0231,Friday,02:00-03:00,SUB0360,F0832,A148
TT0232,Tuesday,12:15-01:15,SUB0014,F0485,B241
TT0233,Monday,10:00-11:00,SUB0545,F0104,A121
TT0234,Tuesday,03:00-04:00,SUB0797,F0582,B223
TT0235,Monday,11:15-12:15,SUB0114,F0663,B201
TT0236,Monday,03:00-04:00,SUB0415,F0352,A116
TT0237,Tuesday,02:00-03:00,SUB0859,F0471,B222
TT0238,Tuesday,03:00-04:00,SUB0147,F0185,B242
TT0239,Monday,09:00-10:00,SUB0838,F0551,B240
TT0240,Thursday,09:00-10:00,SUB0657,F0469,A142
TT0241,Wednesday,10:00-11:00,SUB0593,F0885,B250
TT0242,Friday,02:00-03:00,SUB0179,F0992,A109
TT0243,Tuesday,10:00-11:00,SUB0932,F0124,B203
TT0244,Friday,09:00-10:00,SUB0281,F0442,B249
TT0245,Thursday,10:00-11:00,SUB0451,F0783,A143
TT0246,Wednesday,03:00-04:00,SUB0640,F0866,B234
TT0247,Wednesday,09:00-10:00,SUB0290,F0755,B201
TT0248,Tuesday,09:00-10:00,SUB0532,F0903,A147
TT0249,Monday,10:00-11:00,SUB0368,F0695,A123
TT0250,Wednesday,11:15-12:15,SUB0536,F0601,A129
TT0251,Monday,09:00-10:00,SUB0437,F0160,A113
TT0252,Friday,10:00-11:00,SUB0749,F0997,B205
TT0253,Friday,03:00-04:00,SUB0858,F0870,B227
TT0254,Thursday,03:00-04:00,SUB0592,F0188,A107
TT0255,Thursday,11:15-12:15,SUB0169,F0914,A119
TT0256,Tuesday,03:00-04:00,SUB0709,F0148,B233
TT0257,Tuesday,12:15-01:15,SUB0665,F0098,A131
TT0258,Thursday,11:15-12:15,SUB0902,F0291,B216
TT0259,Tuesday,09:00-10:00,SUB0435,F0823,A109
TT0260,Monday,10:00-11:00,SUB0275,F0617,A145
TT0261,Tuesday,03:00-04:00,SUB0154,F0585,B245
TT0262,Wednesday,11:15-12:15,SUB0192,F0529,A106
TT0263,Thursday,10:00-11:00,SUB0317,F0764,B229
TT0264,Wednesday,12:15-01:15,SUB0379,F0661,B240
TT0265,Friday,02:00-03:00,SUB0311,F0154,A139
TT0266,Tuesday,12:15-01:15,SUB0709,F0349,B248
TT0267,Thursday,10:00-11:00,SUB0773,F0270,B242
TT0268,Tuesday,10:00-11:00,SUB0374,F1000,A142
TT0269,Thursday,11:15-12:15,SUB0927,F0082,B226
TT0270,Monday,02:00-03:00,SUB0027,F0054,A117
TT0271,Monday,09:00-10:00,SUB0625,F0707,A136
TT0272,Monday,11:15-12:15,SUB0755,F0182,A107
TT0273,Wednesday,11:15-12:15,SUB0662,F0903,A106
TT0274,Friday,10:00-11:00,SUB0400,F0557,B237
TT0275,Tuesday,09:00-10:00,SUB0959,F0587,B250
TT0276,Thursday,10:00-11:00,SUB0016,F0064,B202
TT0277,Thursday,02:00-03:00,SUB0037,F0101,A132
TT0278,Wednesday,02:00-03:00,SUB0153,F0006,B232
TT0279,Friday,09:00-10:00,SUB0173,F0336,A138
TT0280,Tuesday,03:00-04:00,SUB0709,F0618,B203
TT0281,Friday,10:00-11:00,SUB0381,F0448,A111
TT0282,Monday,03:00-04:00,SUB0522,F0361,A104
TT0283,Thursday,11:15-12:15,SUB0792,F0342,B209
TT0284,Friday,11:15-12:15,SUB0067,F0619,A133
TT0285,Tuesday,03:00-04:00,SUB0114,F0984,A106
TT0286,Thursday,09:00-10:00,SUB0473,F0889,B219
TT0287,Wednesday,02:00-03:00,SUB0250,F0437,A145
TT0288,Thursday,02:00-03:00,SUB0691,F0816,A112
TT0289,Wednesday,12:15-01:15,SUB0500,F0041,B241
TT0290,Thursday,09:00-10:00,SUB0099,F0610,B237
TT0291,Thursday,03:00-04:00,SUB0263,F0437,A109
TT0292,Thursday,12:15-01:15,SUB0176,F0167,A102
TT0293,Monday,10:00-11:00,SUB0473,F0071,B246
TT0294,Thursday,11:15-12:15,SUB0962,F0732,A128
TT0295,Thursday,02:00-03:00,SUB0306,F0306,A141
TT0296,Monday,03:00-04:00,SUB0385,F0906,B227
TT0297,Wednesday,02:00-03:00,SUB0433,F0374,B214
TT0298,Wednesday,10:00-11:00,SUB0350,F0719,A104
TT0299,Wednesday,10:00-11:00,SUB0675,F0752,B209
TT0300,Friday,02:00-03:00,SUB0596,F0091,B205
TT0301,Tuesday,11:15-12:15,SUB0141,F0577,B210
TT0302,Tuesday,09:00-10:00,SUB0912,F0566,B217
TT0303,Tuesday,02:00-03:00,SUB0742,F0683,A125
TT0304,Tuesday,09:00-10:00,SUB0655,F0930,A127
TT0305,Wednesday,12:15-01:15,SUB0499,F0751,A144
TT0306,Tuesday,03:00-04:00,SUB0362,F0664,B239
TT0307,Friday,11:15-12:15,SUB0408,F0374,A126
TT0308,Friday,12:15-01:15,SUB0690,F0640,B237
TT0309,Friday,03:00-04:00,SUB0992,F0886,B245
TT0310,Tuesday,03:00-04:00,SUB0853,F0250,A132
TT0311,Wednesday,09:00-10:00,SUB0227,F0078,B217
TT0312,Tuesday,11:15-12:15,SUB0117,F0832,B225
TT0313,Thursday,03:00-04:00,SUB0775,F0929,B222
TT0314,Thursday,11:15-12:15,SUB0549,F0384,B222
TT0315,Thursday,02:00-03:00,SUB0746,F0623,A106
TT0316,Tuesday,10:00-11:00,SUB0862,F0034,B218
TT0317,Tuesday,03:00-04:00,SUB0133,F0724,A139
TT0318,Thursday,03:00-04:00,SUB0868,F0454,B213
TT0319,Tuesday,11:15-12:15,SUB0312,F0872,B205
TT0320,Friday,02:00-03:00,SUB0123,F0638,B217
TT0321,Monday,11:15-12:15,SUB0782,F0619,B226
TT0322,Thursday,03:00-04:00,SUB0115,F0329,B209
TT0323,Friday,10:00-11:00,SUB0435,F0817,A150
TT0324,Tuesday,03:00-04:00,SUB0154,F0679,B219
TT0325,Wednesday,10:00-11:00,SUB0419,F0993,A112
TT0326,Wednesday,11:15-12:15,SUB0696,F0606,A135
TT0327,Friday,10:00-11:00,SUB0065,F0131,A103
TT0328,Monday,02:00-03:00,SUB0864,F0475,A105
TT0329,Friday,10:00-11:00,SUB0714,F0336,A124
TT0330,Wednesday,11:15-12:15,SUB0384,F0290,B235
TT0331,Tuesday,10:00-11:00,SUB0206,F0468,A124
TT0332,Friday,03:00-04:00,SUB0864,F0746,A107
TT0333,Friday,11:15-12:15,SUB0612,F0107,A116
TT0334,Tuesday,11:15-12:15,SUB0834,F0273,B244
TT0335,Wednesday,12:15-01:15,SUB0914,F0931,B240
TT0336,Monday,09:00-10:00,SUB0700,F0892,B224
TT0337,Thursday,10:00-11:00,SUB0251,F0719,B249
TT0338,Monday,12:15-01:15,SUB0992,F0877,A112
TT0339,Monday,09:00-10:00,SUB0001,F0874,A145
TT0340,Thursday,03:00-04:00,SUB0223,F0299,B245
TT0341,Monday,10:00-11:00,SUB0432,F0980,B247
TT0342,Tuesday,02:00-03:00,SUB0761,F0912,A150
TT0343,Thursday,02:00-03:00,SUB0426,F0666,B211
TT0344,Wednesday,03:00-04:00,SUB0395,F0578,A139
TT0345,Monday,12:15-01:15,SUB0823,F0157,A135
TT0346,Wednesday,02:00-03:00,SUB0405,F0912,B227
TT0347,Tuesday,11:15-12:15,SUB0683,F0228,A137
TT0348,Thursday,09:00-10:00,SUB0536,F0590,B220
TT0349,Wednesday,09:00-10:00,SUB0681,F0673,A136
TT0350,Monday,10:00-11:00,SUB0199,F0693,A139
TT0351,Monday,12:15-01:15,SUB0298,F0700,A114
TT0352,Thursday,11:15-12:15,SUB0975,F0092,B237
TT0353,Wednesday,12:15-01:15,SUB0472,F0309,B219
TT0354,Wednesday,03:00-04:00,SUB0239,F0992,B237
TT0355,Wednesday,10:00-11:00,SUB0168,F0451,B229
TT0356,Monday,11:15-12:15,SUB0441,F0984,B237
TT0357,Friday,10:00-11:00,SUB0919,F0910,A105
TT0358,Monday,12:15-01:15,SUB0232,F0042,A114
TT0359,Friday,03:00-04:00,SUB0918,F0235,B213
TT0360,Thursday,02:00-03:00,SUB0552,F0961,B216
TT0361,Tuesday,03:00-04:00,SUB0969,F0062,B236
TT0362,Friday,02:00-03:00,SUB0857,F0698,A104
TT0363,Friday,10:00-11:00,SUB0038,F0997,B237
TT0364,Thursday,09:00-10:00,SUB0786,F0612,B236
TT0365,Wednesday,02:00-03:00,SUB0607,F0452,B216
TT0366,Monday,02:00-03:00,SUB0064,F0298,B245
TT0367,Friday,10:00-11:00,SUB0078,F0685,A109
TT0368,Friday,03:00-04:00,SUB0202,F0663,A138
TT0369,Wednesday,02:00-03:00,SUB0632,F0883,B221
TT0370,Thursday,12:15-01:15,SUB0818,F0531,A120
TT0371,Friday,02:00-03:00,SUB0548,F0102,A121
TT0372,Wednesday,12:15-01:15,SUB0507,F0824,B245
TT0373,Wednesday,03:00-04:00,SUB0197,F0402,A148
TT0374,Friday,09:00-10:00,SUB0850,F0792,A136
TT0375,Tuesday,02:00-03:00,SUB0294,F0191,B222
TT0376,Friday,10:00-11:00,SUB0674,F0327,A103
TT0377,Wednesday,11:15-12:15,SUB0464,F0600,B249
TT0378,Wednesday,09:00-10:00,SUB0293,F0143,B233
TT0379,Monday,02:00-03:00,SUB0196,F0439,A145
TT0380,Wednesday,10:00-11:00,SUB0428,F0241,A130
TT0381,Monday,10:00-11:00,SUB0587,F0914,B223
TT0382,Wednesday,11:15-12:15,SUB0114,F0013,B219
TT0383,Friday,02:00-03:00,SUB0984,F0896,B222
TT0384,Friday,10:00-11:00,SUB0553,F0007,B201
TT0385,Tuesday,12:15-01:15,SUB0992,F0998,A114
TT0386,Friday,11:15-12:15,SUB0152,F0008,A121
TT0387,Thursday,10:00-11:00,SUB0852,F0830,A134
TT0388,Tuesday,11:15-12:15,SUB0388,F0630,A146
TT0389,Thursday,11:15-12:15,SUB0619,F0306,A105
TT0390,Monday,03:00-04:00,SUB0617,F0912,B246
TT0391,Tuesday,03:00-04:00,SUB0198,F0818,A110
TT0392,Wednesday,11:15-12:15,SUB0197,F0802,A118
TT0393,Thursday,02:00-03:00,SUB0343,F0101,A115
TT0394,Monday,12:15-01:15,SUB0923,F0203,B221
TT0395,Thursday,09:00-10:00,SUB0777,F0442,A114
TT0396,Thursday,12:15-01:15,SUB0743,F0377,B241
TT0397,Friday,02:00-03:00,SUB0066,F0719,A117
TT0398,Monday,09:00-10:00,SUB0463,F0893,A110
TT0399,Monday,10:00-11:00,SUB0529,F0989,B218
TT0400,Tuesday,03:00-04:00,SUB0502,F0574,A125
TT0401,Friday,02:00-03:00,SUB0253,F0862,A112
TT0402,Tuesday,11:15-12:15,SUB0387,F0079,B211
TT0403,Thursday,10:00-11:00,SUB0181,F0586,A110
TT0404,Thursday,12:15-01:15,SUB0549,F0569,A115
TT0405,Tuesday,09:00-10:00,SUB0578,F0373,B209
TT0406,Wednesday,11:15-12:15,SUB0410,F0502,A129
TT0407,Tuesday,10:00-11:00,SUB0537,F0740,B215
TT0408,Monday,03:00-04:00,SUB0904,F0499,B208
TT0409,Wednesday,10:00-11:00,SUB0554,F0498,B249
TT0410,Thursday,09:00-10:00,SUB0425,F0864,A146
TT0411,Thursday,11:15-12:15,SUB0335,F0252,A132
TT0412,Wednesday,12:15-01:15,SUB0499,F0456,A142
TT0413,Friday,10:00-11:00,SUB0318,F0046,A128
TT0414,Friday,10:00-11:00,SUB0058,F0752,A131
TT0415,Monday,12:15-01:15,SUB0558,F0730,A138
TT0416,Thursday,12:15-01:15,SUB0337,F0972,A133
TT0417,Friday,10:00-11:00,SUB0045,F0636,A120
TT0418,Thursday,02:00-03:00,SUB0664,F0484,B223
TT0419,Tuesday,10:00-11:00,SUB0920,F0004,A104
TT0420,Wednesday,09:00-10:00,SUB0290,F0452,A134
TT0421,Monday,03:00-04:00,SUB0476,F0278,B205
TT0422,Monday,03:00-04:00,SUB0240,F0427,A138
TT0423,Monday,09:00-10:00,SUB0409,F0081,B234
TT0424,Tuesday,03:00-04:00,SUB0796,F0800,B216
TT0425,Thursday,09:00-10:00,SUB0988,F0768,A146
TT0426,Tuesday,02:00-03:00,SUB0436,F0425,A105
TT0427,Tuesday,12:15-01:15,SUB0060,F0457,A110
TT0428,Monday,10:00-11:00,SUB0292,F0979,B228
TT0429,Wednesday,10:00-11:00,SUB0210,F0644,B218
TT0430,Tuesday,02:00-03:00,SUB0109,F0450,B206
TT0431,Monday,12:15-01:15,SUB0783,F0475,B236
TT0432,Friday,03:00-04:00,SUB0380,F0667,B208
TT0433,Wednesday,02:00-03:00,SUB0076,F0055,B216
TT0434,Friday,12:15-01:15,SUB0236,F0346,A139
TT0435,Friday,03:00-04:00,SUB0197,F0798,A108
TT0436,Tuesday,10:00-11:00,SUB0197,F0001,B240
TT0437,Wednesday,10:00-11:00,SUB0003,F0624,B249
TT0438,Wednesday,11:15-12:15,SUB0203,F0337,B226
TT0439,Tuesday,11:15-12:15,SUB0460,F0259,B220
TT0440,Friday,09:00-10:00,SUB0695,F0370,A123
TT0441,Friday,10:00-11:00,SUB0473,F0399,A108
TT0442,Friday,03:00-04:00,SUB0606,F0824,A118
TT0443,Monday,10:00-11:00,SUB0507,F0419,B233
TT0444,Wednesday,09:00-10:00,SUB0984,F0083,A143
TT0445,Friday,12:15-01:15,SUB0225,F0031,A126
TT0446,Tuesday,11:15-12:15,SUB0755,F0108,B250
TT0447,Wednesday,09:00-10:00,SUB0799,F0816,B222
TT0448,Monday,09:00-10:00,SUB0427,F0543,A135
